TITLE="Analysis,Euler_KHI_res0"
VARIABLES =
"t_sim" ,"timesteps" ,"t_CPU" ,"PID" ,"DOF" ,"nElems" ,"nRanks" ,"L2_Density" ,"L2_MomentumX" ,"L2_MomentumY" ,"L2_MomentumZ" ,"L2_EnergyStagnationDensity" ,"L2_colloc_Density" ,"L2_colloc_MomentumX" ,"L2_colloc_MomentumY" ,"L2_colloc_MomentumZ" ,"L2_colloc_EnergyStagnationDensity" ,"Linf_Density" ,"Linf_MomentumX" ,"Linf_MomentumY" ,"Linf_MomentumZ" ,"Linf_EnergyStagnationDensity" ,alpha_max ,alpha_amount ,rho_min ,p_min ,alpha_globmin ,alpha_globmax ,alpha_globavg ,"Entropy" ,"dSdU_Ut"
ZONE T="Analysis,Euler_KHI_res0"
 0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.52428800000000000E+0006,  0.10240000000000000E+0004,  0.19200000000000000E+0003,  0.77927620797096306E-0016,  0.80009340286425941E-0016,  0.19372224503031540E-0016,  0.00000000000000000E+0000,  0.40448294024115053E-0016,  0.77927620797096306E-0016,  0.80009340286425941E-0016,  0.19372224503031540E-0016,  0.00000000000000000E+0000,  0.40448294024115053E-0016,  0.88817841970012523E-0015,  0.58286708792820718E-0015,  0.18735013540549517E-0015,  0.00000000000000000E+0000,  0.44408920985006262E-0015,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.13634656323230102E+0002,  0.16792123247455493E-0014
 0.10000000000000001E+0000,  0.14330000000000000E+0004,  0.45903815485537052E+0002,  0.96004020414100983E-0005,  0.52428800000000000E+0006,  0.10240000000000000E+0004,  0.19200000000000000E+0003,  0.26079657007725274E-0001,  0.20357632836358969E-0001,  0.28510600116007818E-0001,  0.21316039494885707E-0014,  0.29518553539682961E-0001,  0.26079657007725274E-0001,  0.20357632836358969E-0001,  0.28510600116007818E-0001,  0.21316039494885707E-0014,  0.29518553539682961E-0001,  0.12134105283067464E+0000,  0.10718638836544725E+0000,  0.62871912447904285E-0001,  0.22399873447082469E-0014,  0.12085899936455435E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.13634656323227441E+0002,  0.15807148103938462E-0004
 0.20000000000000001E+0000,  0.28670000000000000E+0004,  0.82854017011821270E+0002,  0.94306653369191695E-0005,  0.52428800000000000E+0006,  0.10240000000000000E+0004,  0.19200000000000000E+0003,  0.55705626197957048E-0001,  0.32994146148476663E-0001,  0.52245448297205982E-0001,  0.42635158775678522E-0014,  0.80117680464001723E-0001,  0.55705626197957048E-0001,  0.32994146148476663E-0001,  0.52245448297205982E-0001,  0.42635158775678522E-0014,  0.80117680464001723E-0001,  0.24047516721305229E+0000,  0.16920219477226522E+0000,  0.12397031175885398E+0000,  0.46933126577760079E-0014,  0.27192502159784082E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.13634656323224581E+0002,  0.36212744198245439E-0004
 0.30000000000000004E+0000,  0.43070000000000000E+0004,  0.12066384805738926E+0003,  0.96088367333398605E-0005,  0.52428800000000000E+0006,  0.10240000000000000E+0004,  0.19200000000000000E+0003,  0.79445392036006715E-0001,  0.41316955065473185E-0001,  0.71032218679799336E-0001,  0.63940693298549919E-0014,  0.11102873921451797E+0000,  0.79445392036006715E-0001,  0.41316955065473185E-0001,  0.71032218679799336E-0001,  0.63940693298549919E-0014,  0.11102873921451797E+0000,  0.32630842991232956E+0000,  0.19021668960896224E+0000,  0.18176423705465505E+0000,  0.73431757148407845E-0014,  0.32199192228255136E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.13634656323221309E+0002,  0.48243561893299147E-0004
 0.40000000000000002E+0000,  0.57550000000000000E+0004,  0.15871197048574686E+0003,  0.96168449712779214E-0005,  0.52428800000000000E+0006,  0.10240000000000000E+0004,  0.19200000000000000E+0003,  0.93203444848424827E-0001,  0.50346862218398951E-0001,  0.85537952187625166E-0001,  0.85202406982110406E-0014,  0.11185626299344030E+0000,  0.93203444848424827E-0001,  0.50346862218398951E-0001,  0.85537952187625166E-0001,  0.85202406982110406E-0014,  0.11185626299344030E+0000,  0.38129651473546722E+0000,  0.19966063293090255E+0000,  0.23471754808312664E+0000,  0.94214332405032474E-0014,  0.28554811734065089E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.13634656323215912E+0002,  0.66084111943878754E-0004
 0.50000000000000000E+0000,  0.72040000000000000E+0004,  0.19642551067471504E+0003,  0.95192001457799135E-0005,  0.52428800000000000E+0006,  0.10240000000000000E+0004,  0.19200000000000000E+0003,  0.10144243476399117E+0000,  0.59694510984013877E-0001,  0.97940834237543448E-0001,  0.10642723506994821E-0013,  0.10612090681499523E+0000,  0.10144243476399117E+0000,  0.59694510984013877E-0001,  0.97940834237543448E-0001,  0.10642723506994821E-0013,  0.10612090681499523E+0000,  0.42979847559161799E+0000,  0.22634425797837376E+0000,  0.27789696001517350E+0000,  0.11907768252190317E-0013,  0.26829297930118745E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.13634656323202968E+0002,  0.19275887243055956E-0004
 0.59999999999999998E+0000,  0.86490000000000000E+0004,  0.23688011260330677E+0003,  0.10241799723614466E-0004,  0.52428800000000000E+0006,  0.10240000000000000E+0004,  0.19200000000000000E+0003,  0.11199702427373698E+0000,  0.69458192893342471E-0001,  0.11091065887499615E+0000,  0.12765745121369746E-0013,  0.10126998775644287E+0000,  0.11199702427373698E+0000,  0.69458192893342471E-0001,  0.11091065887499615E+0000,  0.12765745121369746E-0013,  0.10126998775644287E+0000,  0.50824751314072047E+0000,  0.27709797873824682E+0000,  0.28771033179255157E+0000,  0.14109520449623174E-0013,  0.29031743581539704E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.13634656323165803E+0002,  0.82261860037687040E-0004
 0.69999999999999996E+0000,  0.10090000000000000E+0005,  0.27438741581514478E+0003,  0.95257229666604873E-0005,  0.52428800000000000E+0006,  0.10240000000000000E+0004,  0.19200000000000000E+0003,  0.12965693884722668E+0000,  0.79056318887487737E-0001,  0.12547528633467789E+0000,  0.14893188433599514E-0013,  0.84721245686154509E-0001,  0.12965693884722668E+0000,  0.79056318887487737E-0001,  0.12547528633467789E+0000,  0.14893188433599514E-0013,  0.84721245686154509E-0001,  0.61101291681915892E+0000,  0.32872045202307854E+0000,  0.29085981757777490E+0000,  0.16555165107683313E-0013,  0.29715944248874449E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.13634656323030068E+0002,  0.53388753281147228E-0004
 0.79999999999999993E+0000,  0.11539000000000000E+0005,  0.31236813396960497E+0003,  0.95864362626812668E-0005,  0.52428800000000000E+0006,  0.10240000000000000E+0004,  0.19200000000000000E+0003,  0.15449972735089948E+0000,  0.87255620935997133E-0001,  0.13913377436498831E+0000,  0.17017374619287506E-0013,  0.72337035253167564E-0001,  0.15449972735089948E+0000,  0.87255620935997133E-0001,  0.13913377436498831E+0000,  0.17017374619287506E-0013,  0.72337035253167564E-0001,  0.71528595768196412E+0000,  0.38687662407112133E+0000,  0.32514431052440690E+0000,  0.18478030808196655E-0013,  0.25340024188951604E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.13634656322495450E+0002,  0.68751935509342443E-0004
