TITLE="Analysis,Euler_KHI_res0"
VARIABLES =
"t_sim" ,"timesteps" ,"t_CPU" ,"PID" ,"DOF" ,"nElems" ,"nRanks" ,"L2_Density" ,"L2_MomentumX" ,"L2_MomentumY" ,"L2_MomentumZ" ,"L2_EnergyStagnationDensity" ,"L2_colloc_Density" ,"L2_colloc_MomentumX" ,"L2_colloc_MomentumY" ,"L2_colloc_MomentumZ" ,"L2_colloc_EnergyStagnationDensity" ,"Linf_Density" ,"Linf_MomentumX" ,"Linf_MomentumY" ,"Linf_MomentumZ" ,"Linf_EnergyStagnationDensity" ,alpha_max ,alpha_amount ,rho_min ,p_min ,alpha_globmin ,alpha_globmax ,alpha_globavg ,"Entropy" ,"dSdU_Ut"
ZONE T="Analysis,Euler_KHI_res0"
 0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.26214400000000000E+0006,  0.40960000000000000E+0004,  0.19200000000000000E+0003,  0.12606511149935991E-0004,  0.21128074333587711E-0004,  0.89283799655833948E-0006,  0.00000000000000000E+0000,  0.10886355190918690E-0004,  0.56655831479604971E-0016,  0.87048824267575936E-0016,  0.55513306025568176E-0017,  0.00000000000000000E+0000,  0.45561342713933974E-0016,  0.44978399792894308E-0004,  0.10362211906893293E-0003,  0.46046148319545122E-0005,  0.00000000000000000E+0000,  0.62842403635965383E-0004,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.13634656322704155E+0002,  0.54262150328554526E-0014
 0.10000000000000001E+0000,  0.61000000000000000E+0003,  0.15739360503852367E+0002,  0.93856545495104085E-0005,  0.26214400000000000E+0006,  0.40960000000000000E+0004,  0.19200000000000000E+0003,  0.26079629017440650E-0001,  0.20357591904276835E-0001,  0.28510597430429087E-0001,  0.18141640491643954E-0015,  0.29518556478534186E-0001,  0.26079636972718704E-0001,  0.20357601277534880E-0001,  0.28510598187981396E-0001,  0.18142314610071633E-0015,  0.29518559425095185E-0001,  0.12139279472902498E+0000,  0.10733883442836412E+0000,  0.62871978698363376E-0001,  0.21609804252065313E-0015,  0.12097358698401672E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.13634656321280271E+0002,  0.77669080452912390E-0004
 0.20000000000000001E+0000,  0.12210000000000000E+0004,  0.21833515275269747E+0002,  0.72948731480457066E-0005,  0.26214400000000000E+0006,  0.40960000000000000E+0004,  0.19200000000000000E+0003,  0.55705568572822849E-0001,  0.32993969145535415E-0001,  0.52245444520908048E-0001,  0.36329090368351206E-0015,  0.80117697765627549E-0001,  0.55705604180773062E-0001,  0.32994059816137206E-0001,  0.52245446276649891E-0001,  0.36329721634144349E-0015,  0.80117705631465058E-0001,  0.24035724288152061E+0000,  0.17044347083177422E+0000,  0.12397058926412584E+0000,  0.43478742826531378E-0015,  0.27196007280811996E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.13634656315777532E+0002,  0.60416916987417191E-0004
 0.30000000000000004E+0000,  0.18350000000000000E+0004,  0.27830065142363310E+0002,  0.71421628262383521E-0005,  0.26214400000000000E+0006,  0.40960000000000000E+0004,  0.19200000000000000E+0003,  0.79445285934824875E-0001,  0.41316601984679374E-0001,  0.71032212728280822E-0001,  0.54538683109850336E-0015,  0.11102876097553564E+0000,  0.79445361632501571E-0001,  0.41316811498632984E-0001,  0.71032214946001246E-0001,  0.54539482492333642E-0015,  0.11102876897914336E+0000,  0.32642268432362820E+0000,  0.19092167741483326E+0000,  0.18176459451712856E+0000,  0.65703638362898843E-0015,  0.32221393020846145E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.13634656306231424E+0002,  0.60915473360670901E-0004
 0.40000000000000002E+0000,  0.24530000000000000E+0004,  0.33884409196674824E+0002,  0.71659469187261931E-0005,  0.26214400000000000E+0006,  0.40960000000000000E+0004,  0.19200000000000000E+0003,  0.93203251301280640E-0001,  0.50346332179093178E-0001,  0.85537941422767313E-0001,  0.72732310655728734E-0015,  0.11185627682605646E+0000,  0.93203402760634185E-0001,  0.50346662674026328E-0001,  0.85537944167627541E-0001,  0.72733763495393973E-0015,  0.11185628673781091E+0000,  0.38179599051098601E+0000,  0.20078221761049975E+0000,  0.23471813079031500E+0000,  0.91416071694591526E-0015,  0.28564787498075983E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.13634656285965992E+0002,  0.51012751863012407E-0004
 0.50000000000000000E+0000,  0.30710000000000000E+0004,  0.40128691274672747E+0002,  0.73897777237840117E-0005,  0.26214400000000000E+0006,  0.40960000000000000E+0004,  0.19200000000000000E+0003,  0.10144208058395970E+0000,  0.59693757321259186E-0001,  0.97940814264370304E-0001,  0.90969239067196233E-0015,  0.10612088769917934E+0000,  0.10144238636698849E+0000,  0.59694222889507986E-0001,  0.97940818077757300E-0001,  0.90971049805113634E-0015,  0.10612090186248632E+0000,  0.43077590513896036E+0000,  0.22948987838863089E+0000,  0.27789923023311569E+0000,  0.11463994021573300E-0014,  0.26913151714394701E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.13634656236152932E+0002,  0.11170190045570183E-0003
 0.59999999999999998E+0000,  0.36870000000000000E+0004,  0.46405684337019920E+0002,  0.74536769096250115E-0005,  0.26214400000000000E+0006,  0.40960000000000000E+0004,  0.19200000000000000E+0003,  0.11199639685272278E+0000,  0.69457136317733481E-0001,  0.11091062239445040E+0000,  0.10923656934472948E-0014,  0.10126987888195768E+0000,  0.11199698739540712E+0000,  0.69457773968938402E-0001,  0.11091062839177304E+0000,  0.10923883903146014E-0014,  0.10126989868142139E+0000,  0.51118931299863912E+0000,  0.27668685946509808E+0000,  0.28793881841113278E+0000,  0.12923399334450290E-0014,  0.29099001709018113E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.13634656125367988E+0002,  0.15440911059798335E-0003
 0.69999999999999996E+0000,  0.43020000000000000E+0004,  0.52223461613059044E+0002,  0.69183983214315962E-0005,  0.26214400000000000E+0006,  0.40960000000000000E+0004,  0.19200000000000000E+0003,  0.12965589343714479E+0000,  0.79054850798744053E-0001,  0.12547520099306131E+0000,  0.12750599605296614E-0014,  0.84720997551336288E-0001,  0.12965695087287274E+0000,  0.79055720543366653E-0001,  0.12547521101114706E+0000,  0.12750881982815489E-0014,  0.84721028374474108E-0001,  0.61133608999368483E+0000,  0.33062715140401122E+0000,  0.29086117884274321E+0000,  0.15488008556086802E-0014,  0.29717202988694069E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.13634655899039119E+0002,  0.49935489747646167E-0004
 0.79999999999999993E+0000,  0.49200000000000000E+0004,  0.58682509724050760E+0002,  0.76458135905358560E-0005,  0.26214400000000000E+0006,  0.40960000000000000E+0004,  0.19200000000000000E+0003,  0.15449806113103143E+0000,  0.87253689972253218E-0001,  0.13913360826734342E+0000,  0.14576064199645071E-0014,  0.72336581662913638E-0001,  0.15449973874300008E+0000,  0.87254818570001696E-0001,  0.13913362198076104E+0000,  0.14576379244571680E-0014,  0.72336630894898835E-0001,  0.71719692398486623E+0000,  0.38666712356814975E+0000,  0.32522561229796804E+0000,  0.17401100788722803E-0014,  0.25386167487302025E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.00000000000000000E+0000,  0.13634655403703764E+0002,  0.11453655795244655E-0003
